car_id,target_reg,num_fold
d-3700930e,8178.03,7
R-1779027F,2561.09,9
K-2177169P,5388.58,3
B-1448242P,1024.23,6
V-1493273B,1121.13,7
Z-2128377r,3553.97,7
j-1994836d,718.02,1
I-2255959U,572.58,4
P-2041199z,1985.68,1
R15066591E,388.94,7
G10820921U,8138.03,8
B-1357696S,1348.11,9
h16279695K,2071.66,7
R16902447f,7292.01,1
S-6684161s,1020.7,4
h17861805G,3171.5,5
S54723559F,693.75,8
C-1103176C,4427.75,6
z41508842z,1135.72,4
d16699323u,5785.14,0
C17311656B,825.24,8
B37768184I,15089.99,1
f21340662W,10051.02,8
z56003561k,7832.33,2
F68295874Z,4637.74,0
Q19307898c,1876.74,9
D-1319701n,2328.31,2
y-6093462X,5271.58,6
q20118649S,396.33,7
Q10035994a,2355.61,5
L-4452446Z,1910.16,9
M-3227100t,5139.52,5
B88120693S,8191.42,0
m16516804p,1713.39,8
P19653432E,3371.89,6
x-1749702B,2832.1,1
x13220328w,2901.65,1
h17414658v,1220.3,8
G-4985978n,1976.31,5
b-7040874b,7637.86,6
x58863702m,2514.94,2
x84930337h,3999.73,9
d18957206x,3571.84,9
N-1745703G,4549.4,5
u24432042k,1310.4,4
z30508487R,2652.1,2
r16294059S,1905.92,3
H-2108091L,4461.18,9
T-1861418l,4967.81,3
Y-2287594M,16602.29,0
S-2262856H,2819.57,2
n14735502c,4216.55,7
S42953963r,1502.27,4
T81007701m,4697.19,3
c15981745N,3641.61,4
x17396712H,2995.04,1
i28678068z,798.88,1
h19917788i,1601.64,8
h19371905Z,2480.25,5
k46522161e,6577.41,7
K-5008643Z,1817.54,6
t10067949t,2404.56,2
i-6289789v,1979.75,8
s10053140L,3626.34,2
C50021983M,2179.34,5
b-1088056N,791.8,0
B18251939Y,3774.92,9
j-1094740D,1905.7,0
s-4883893Q,1766.45,3
h22481365A,1934.78,8
J87382695C,3112.97,0
Y-2069784y,3441.48,4
V-2074579X,13550.87,1
L10577542G,1980.85,4
Q75686415a,3341.86,5
o-2139524M,732.5,6
S17148502m,522.85,2
G-1837212q,8265.8,4
s-6339166E,4550.36,8
S21611713i,12970.34,8
E-5860609f,2085.13,9
x90842212V,1257.69,7
T-7684106s,8044.76,0
N87823081W,2046.68,6
T-1994249o,538.37,7
P-5707632N,271.46,3
U38182084N,3693.1,2
Z-7742856C,4374.49,1
P-3929445q,1060.64,8
L10623696e,2604.51,6
v-1313221G,1100.01,5
Q19968160Q,848.78,7
o-4622211t,1731.99,3
d87894116z,4324.9,2
I-2247201A,3381.74,9
k-1506855X,1157.89,1
s33252064R,6361.47,0
T20409757P,4614.5,6
l-6722826Q,696.56,1
k-1717815X,375.91,6
L18104947J,2662.9,0
T18811034j,2881.27,2
V-2090794j,4546.54,8
C-9746243l,1689.41,3
X60884870R,1539.31,3
Y-1109697o,913.81,5
D15509184U,9302.7,0
N-1526726d,4795.1,1
D-6635489N,3109.33,8
P91939666m,1281.16,4
D-4712260c,913.77,2
Y-1242554C,2268.86,2
i-1887608M,408.98,4
x-8099343c,5730.79,7
t-4297703Z,7376.7,0
r-2233973m,1327.36,9
M13526722v,4565.17,5
F15798669C,4386.89,0
A18300888c,420.15,2
Y-5441952b,1354.2,1
W-9551883X,3483.55,7
w-1026142O,7757.69,7
A-1162143G,1583.69,0
k-2104004I,4726.23,9
g27722633v,4048.09,6
Y-5494208v,3947.68,0
R-9466744L,1624.68,0
y-1764725I,2614.46,3
x11273898z,5092.68,1
K18176647E,11114.65,8
q-8257935P,6137.26,9
M16685844b,457.05,5
W-4238283Z,3117.57,1
a17222056W,1062.78,6
d-2262674v,1408.98,3
B-6462073D,1815.37,8
e19946044s,1550.23,1
j22108372p,926.21,0
R10132699W,2064.97,9
I-2007840g,1934.09,1
f-1883871J,3581.04,8
s27214304y,712.54,5
O17925622P,528.22,4
p-1396299V,4657.92,0
d-2149365f,6580.72,2
m-2086369j,903.21,8
p-2247293h,3921.64,8
L17444500d,770.42,9
w-3453520x,1973.92,7
B-1894922s,5076.25,8
q-6906576V,620.41,3
N21592745W,1299.94,7
U22966546t,3149.68,6
Y97882055f,3429.78,4
P65208168w,1177.59,7
O-1977280N,868.87,9
J-5858573C,1832.26,0
b-1600009O,736.74,9
k16185001q,7976.35,1
J-1502453c,1266.07,2
h-1184928f,3750.01,9
w20807148p,4725.85,8
H-2882173Z,2117.67,6
w33168720l,3377.34,1
Z11132495X,594.67,6
W15477386C,8512.68,8
o53903819E,3533.24,8
E-1275783r,2435.3,2
b12599240M,2389.6,3
D44517833b,2332.48,0
j-1377590c,1786.84,7
r-1930669O,693.85,4
N-9452332x,1080.52,9
P-7667678B,2494.51,8
n13224202u,2090.07,8
B20262533I,942.91,6
I13894787U,863.42,1
A65205208z,3757.14,1
x20603919o,1598.25,8
z10457360K,2728.19,7
M-1712519K,1821.75,8
b-1681467p,1689.59,3
h10860992T,1618.72,6
c-1729585F,6310.42,8
O-7780124Q,10374.33,4
N18717997l,828.83,1
M-2028642u,1484.42,9
L96875350x,9020.71,2
s-9180453P,677.08,3
T17061100n,386.04,0
Q-1640989g,2437.2,6
K-1544774T,1475.83,4
G-1577332Q,2323.42,2
V16180698h,473.77,1
O18445397U,893.49,7
U-3643164N,6030.29,9
G-6618695l,417.51,9
S20524077t,695.92,3
B16670617R,4794.5,4
X16721605D,2948.27,1
f-1996175H,577.02,6
A-5101478b,12250.25,7
k-1735337t,1860.36,9
I69261244y,14459.7,0
p18227676S,4458.14,5
B-2051518V,5690.97,5
k17020328W,1524.56,7
N-9313658v,3676.51,8
h-3056262u,7947.43,3
K-1866847F,1143.82,2
u-2156978e,7525.5,9
C-3016941F,581.12,5
c33903073Q,864.52,7
Q-1582698g,461.1,9
K-1010636S,3243.57,9
N70600170h,7013.12,0
c-3410027y,5617.66,0
m-8902512v,7153.77,0
t24316205h,2569.56,5
z41744928r,1757.46,4
n47427969O,7162.17,2
F14857178F,10171.8,9
x18607097I,4835.96,7
q-1778461b,4864.62,1
z30179504O,1524.12,9
k-7078453O,671.97,8
n21726530a,3513.45,0
N-1839822D,1058.52,0
b-1553102t,5233.75,8
e-1590992X,1663.59,0
D11741561w,2727.94,1
a-1830602c,2053.88,8
D-1231501x,3607.2,8
C-1584260v,3241.29,8
p71461747A,4176.63,2
C-8802779C,2540.26,7
C14604474J,7127.09,3
s12923191N,499.97,9
X-6349190I,5931.35,5
e40587429i,2483.33,3
w-2010482q,1621.22,3
e-1764646J,839.95,5
X-2098906t,3447.88,7
X-1655758N,2600.59,2
V14486337I,959.9,2
V-1564308N,2856.45,1
j51305093b,8074.99,4
M-1781596c,3736.73,9
S20112369s,6596.68,4
B-3513567K,3226.88,4
j21246192N,547.3,3
h-1554287F,26414.19,3
A15262612g,2677.95,9
W-2514493U,2213.63,1
z-1337463D,2943.33,1
